TC No,TC Ident,Tc Name,TC description,TC Fail Count,TC Fail msg,TC Additional fails msg,TC Error Count,TC error msg,Test Failure Probable reason,category,category_code
9,TESTCASE_20.013.002,All_AREAS: Test of header on area Machine,All_AREAS: Test of header on area Machine,1,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.22.00.00.000024\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000024\hmi.swtest\testcase_repository\User_Operating\Operator_Components_Operating_Sequences\suite_Header\tst_Machine\test.py:38 - NameError: name 'SquishUtils' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
10,TESTCASE_20.013.003,All_AREAS: Test of header on area Parameter,All_AREAS: Test of header on area Parameter,1,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.22.00.00.000024\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000024\hmi.swtest\testcase_repository\User_Operating\Operator_Components_Operating_Sequences\suite_Header\tst_Parameter\test.py:38 - NameError: name 'SquishUtils' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
11,TESTCASE_20.013.004,All_AREAS: Test of header on area Program,All_AREAS: Test of header on area Program,1,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.22.00.00.000024\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000024\hmi.swtest\testcase_repository\User_Operating\Operator_Components_Operating_Sequences\suite_Header\tst_Program\test.py:37 - NameError: name 'SquishUtils' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
12,TESTCASE_20.013.005,All_AREAS: Test of header on area Program Manager,All_AREAS: Test of header on area Program Manager,1,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.22.00.00.000024\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000024\hmi.swtest\testcase_repository\User_Operating\Operator_Components_Operating_Sequences\suite_Header\tst_ProgramManager\test.py:38 - NameError: name 'SquishUtils' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
13,TESTCASE_20.013.006,All_AREAS: Test of header on area Startup,All_AREAS: Test of header on area Startup,1,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.22.00.00.000024\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000024\hmi.swtest\testcase_repository\User_Operating\Operator_Components_Operating_Sequences\suite_Header\tst_Startup\test.py:38 - NameError: name 'SquishUtils' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
14,TESTCASE_20.013.007,All_AREAS: Test of header on area Diagnosis,All_AREAS: Test of header on area Diagnosis,1,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.22.00.00.000024\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000024\hmi.swtest\testcase_repository\User_Operating\Operator_Components_Operating_Sequences\suite_Header\tst_Diagnosis\test.py:38 - NameError: name 'SquishUtils' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
15,TESTCASE_50.030.001,Network dialogs - Network dialog overview,Network dialogs - Network dialog overview,2,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.22.00.00.000024\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000024\hmi.swtest\testscript\common\tst_Testlibrary.py:89 - NameError: name 'MyMstt' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
16,TESTCASE_50.030.002,Network dialogs - Company network,Network dialogs - Company network,2,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.22.00.00.000024\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000024\hmi.swtest\testscript\common\tst_Testlibrary.py:89 - NameError: name 'MyMstt' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
17,TESTCASE_50.030.003,Network dialogs - Changes in company network,Network dialogs - Changes in company network,2,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.22.00.00.000024\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000024\hmi.swtest\testscript\common\tst_Testlibrary.py:89 - NameError: name 'MyMstt' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
1,TESTCASE_20.007.001,AllArea: Short Test of area machine,AllArea: Short Test of area machine,1,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.22.00.00.000025\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000025\hmi.swtest\testcase_repository\User_Operating\Operator_Components_Operating_Sequences\suite_ALL_Short\tst_MA\test.py:47 - NameError: name 'SquishUtils' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
2,TESTCASE_20.007.002,AllArea: Short Test of area parameter,AllArea: Short Test of area parameter,1,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.22.00.00.000025\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000025\hmi.swtest\testcase_repository\User_Operating\Operator_Components_Operating_Sequences\suite_ALL_Short\tst_PA\test.py:43 - NameError: name 'sl_Check' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
3,TESTCASE_20.007.003,AllArea: Short Test of area program manager,AllArea: Short Test of area program manager,1,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.22.00.00.000025\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000025\hmi.swtest\testcase_repository\User_Operating\Operator_Components_Operating_Sequences\suite_ALL_Short\tst_PM\test.py:43 - NameError: name 'sl_Check' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
4,TESTCASE_20.007.004,AllArea: Short Test of area diagnosis,AllArea: Short Test of area diagnosis,1,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.22.00.00.000025\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000025\hmi.swtest\testcase_repository\User_Operating\Operator_Components_Operating_Sequences\suite_ALL_Short\tst_DIAG\test.py:47 - NameError: name 'sl_Check' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
5,TESTCASE_20.007.005,AllArea: Short Test of area start up,AllArea: Short Test of area start up,1,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.22.00.00.000025\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000025\hmi.swtest\testcase_repository\User_Operating\Operator_Components_Operating_Sequences\suite_ALL_Short\tst_SU\test.py:40 - NameError: name 'sl_Check' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
6,TESTCASE_20.005.002,PM: Handling of part programs,PM: Handling of part programs,1,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.22.00.00.000025\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000025\hmi.swtest\testcase_repository\User_Operating\Program_operating_area\suite_PM001\tst_Partprog\test.py:40 - NameError: name 'sl_Check' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
7,TESTCASE_20.013.001,All_AREAS: Base Test of header,All_AREAS: Base Test of header,1,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.22.00.00.000025\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000025\hmi.swtest\testcase_repository\User_Operating\Operator_Components_Operating_Sequences\suite_Header\tst_test_main\test.py:36 - NameError: name 'is828D' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
8,TESTCASE_20.013.001,All_AREAS: Base Test of header,All_AREAS: Base Test of header,1,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.22.00.00.000025\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000025\hmi.swtest\testcase_repository\User_Operating\Diagnostics_operating_area\suite_DG_Versions\tst_test_main\test.py:45 - NameError: name 'sl_Check' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
9,TESTCASE_20.013.002,All_AREAS: Test of header on area Machine,All_AREAS: Test of header on area Machine,1,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.22.00.00.000025\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000025\hmi.swtest\testcase_repository\User_Operating\Operator_Components_Operating_Sequences\suite_Header\tst_Machine\test.py:38 - NameError: name 'SquishUtils' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
10,TESTCASE_20.013.003,All_AREAS: Test of header on area Parameter,All_AREAS: Test of header on area Parameter,1,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.22.00.00.000025\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000025\hmi.swtest\testcase_repository\User_Operating\Operator_Components_Operating_Sequences\suite_Header\tst_Parameter\test.py:38 - NameError: name 'SquishUtils' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
11,TESTCASE_20.013.004,All_AREAS: Test of header on area Program,All_AREAS: Test of header on area Program,1,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.22.00.00.000025\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000025\hmi.swtest\testcase_repository\User_Operating\Operator_Components_Operating_Sequences\suite_Header\tst_Program\test.py:37 - NameError: name 'SquishUtils' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
12,TESTCASE_20.013.005,All_AREAS: Test of header on area Program Manager,All_AREAS: Test of header on area Program Manager,1,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.22.00.00.000025\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000025\hmi.swtest\testcase_repository\User_Operating\Operator_Components_Operating_Sequences\suite_Header\tst_ProgramManager\test.py:38 - NameError: name 'SquishUtils' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
13,TESTCASE_20.013.006,All_AREAS: Test of header on area Startup,All_AREAS: Test of header on area Startup,1,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.22.00.00.000025\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000025\hmi.swtest\testcase_repository\User_Operating\Operator_Components_Operating_Sequences\suite_Header\tst_Startup\test.py:38 - NameError: name 'SquishUtils' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
14,TESTCASE_20.013.007,All_AREAS: Test of header on area Diagnosis,All_AREAS: Test of header on area Diagnosis,1,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.22.00.00.000025\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000025\hmi.swtest\testcase_repository\User_Operating\Operator_Components_Operating_Sequences\suite_Header\tst_Diagnosis\test.py:38 - NameError: name 'SquishUtils' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
15,TESTCASE_50.030.001,Network dialogs - Network dialog overview,Network dialogs - Network dialog overview,2,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Line -45,<class 'RuntimeError'>: Attaching to AUT 'slHMI' failed: connection to AUT refused. Path:- \ws1\06.22.00.00.000025\hmi.swtest\testscript\common\tst_Testlibrary.py,1,Script Error - drive\ws1\06.22.00.00.000025\hmi.swtest\testscript\common\tst_Testlibrary.py:89 - NameError: name 'MyMstt' is not defined,Squish server is either already connected to application or not installed properly,squish_connect_issue,15
